regime,ret_1d,ret_5d,ret_21d,mom_1m,mom_3m,mom_6m,mom_12m,vol_20d,vol_60d,ret_skew_60d,ret_kurt_60d,vol_z_20d,px_over_ma20,px_over_ma50,px_over_ma200,rsi_14,macd,macd_hist,cs_rank_mom_1m,cs_rank_mom_3m,cs_rank_mom_6m,cs_rank_vol_20d,cs_rank_vol_60d,cs_rank_rsi_14,mkt_ret,mkt_disp,mkt_vol_20d,mkt_mom_21d,nifty_ret_1d,nifty_ret_21d,nifty_over_ma50,india_vix_level,india_vix_z20,usdinr_ret_1d,usdinr_ret_21d,us10y_level,us10y_chg_21d,gold_ret_21d,sentiment_mean,sentiment_n,sentiment_ma5,sentiment_ma21
calm,0.00011954222661576495,0.00013774011281712236,0.0007457333437310393,0.0012064661276631895,0.0016674263380890557,0.0034157486870563876,0.005955293824213337,0.001243099336521208,0.004520295130349821,0.0010669249884654314,0.0008478421626092524,2.1595094235438177e-05,0.00037835418022995126,0.002982301433824168,0.0010891589518456921,0.0002263359530450965,0.005883803226492433,0.0013967140874480957,0.0004144945525685034,0.000124427213437691,0.0012193262347801246,9.95890279425072e-05,0.001879653174349082,0.00013304525078712448,0.000404934937805516,0.00100880771327992,0.004890928193947618,0.002107400528948566,0.0003937945688930844,0.004204422875607625,0.004164513301718013,0.0058745053821785,0.00571585906595755,0.00016527763443696628,0.006491726923219752,0.011531503166849626,0.016156351957726328,0.005544417259163027,0.0014312123685804223,3.539375479922148e-07,0.0011281755442926163,0.0036876709421858273
trending,0.00013325581453356016,0.00012445112305076855,0.0006840491556389059,0.0011178911136351922,0.0016368100593213192,0.0028277565255026733,0.006870972228436089,0.0011867647477824732,0.004620770777973412,0.001070803735235206,0.0008310865258249799,2.2063453910459233e-05,0.0004015138799559968,0.0029141511881222246,0.0011716454493524544,0.00019013303369075932,0.005992391340313294,0.0011228733572293517,0.0004097121931477296,0.00014435145758052268,0.0011870030026434916,0.00014712152917422045,0.0018504289911201273,0.00011315625828951906,0.00037646679403039997,0.0011177011804000794,0.004446368614377182,0.0021753144802466678,0.00028028413749937354,0.0041082709737464826,0.004170429068063258,0.007634987068900736,0.005999120832398554,0.00012825771230107257,0.00793033499678557,0.00992488325163025,0.013454917296717125,0.005887043832718772,0.001370647248026679,3.3839643129643007e-07,0.001819760747781083,0.0023495990770054163
